"","Subject","Simulation","Artefact","PSNR"
"555","Subject015",5,"NoiseAndNonlinearities",19.6054319146862
"556","Subject015",6,"Noise",21.6139534066805
"557","Subject015",6,"Nonlinearities",33.8023029988549
"558","Subject015",6,"NoiseAndNonlinearities",17.1782539257696
"559","Subject015",7,"Noise",32.1877832354041
"560","Subject015",7,"Nonlinearities",35.8411996424446
"561","Subject015",7,"NoiseAndNonlinearities",20.8889539964272
"562","Subject015",8,"Noise",16.096508048292
"563","Subject015",8,"Nonlinearities",29.1356486815416
"564","Subject015",8,"NoiseAndNonlinearities",17.4521292912336
"565","Subject015",9,"Noise",17.6346610384336
"566","Subject015",9,"Nonlinearities",42.3152937233264
"567","Subject015",9,"NoiseAndNonlinearities",17.0574943749073
"568","Subject015",10,"Noise",17.4511576995715
"569","Subject015",10,"Nonlinearities",29.7690220095208
"570","Subject015",10,"NoiseAndNonlinearities",17.7751302376935
"571","Subject017",1,"Noise",22.5644881667763
"572","Subject017",1,"Nonlinearities",35.7917652030429
"573","Subject017",1,"NoiseAndNonlinearities",18.2539611022959
"574","Subject017",2,"Noise",22.5404277075049
"575","Subject017",2,"Nonlinearities",40.1226962865666
"576","Subject017",2,"NoiseAndNonlinearities",18.2525072008049
"577","Subject017",3,"Noise",17.6109649116426
"578","Subject017",3,"Nonlinearities",29.3980090191194
"579","Subject017",3,"NoiseAndNonlinearities",30.1632852470318
"580","Subject017",4,"Noise",17.2733731261671
"581","Subject017",4,"Nonlinearities",38.8875226378412
"582","Subject017",4,"NoiseAndNonlinearities",39.3721705059322
"583","Subject017",5,"Noise",27.531027075386
"584","Subject017",5,"Nonlinearities",32.1713558852005
"585","Subject017",5,"NoiseAndNonlinearities",21.0050988458654
"586","Subject017",6,"Noise",18.9349492966921
"587","Subject017",6,"Nonlinearities",36.6071008217875
"588","Subject017",6,"NoiseAndNonlinearities",17.4623625838445
"589","Subject017",7,"Noise",18.331211617002
"590","Subject017",7,"Nonlinearities",35.7889985540312
"591","Subject017",7,"NoiseAndNonlinearities",24.4331939294672
"592","Subject017",8,"Noise",21.0549103659152
"593","Subject017",8,"Nonlinearities",15.5646031856596
"594","Subject017",8,"NoiseAndNonlinearities",23.9694689873227
"595","Subject017",9,"Noise",25.3699836740515
"596","Subject017",9,"Nonlinearities",43.420673074912
"597","Subject017",9,"NoiseAndNonlinearities",17.5871912264628
"598","Subject017",10,"Noise",16.0148352101471
"599","Subject017",10,"Nonlinearities",35.0964611465832
"600","Subject017",10,"NoiseAndNonlinearities",39.9296045776821
"601","Subject019",1,"Noise",18.6230713730794
"602","Subject019",1,"Nonlinearities",28.0815463221816
"603","Subject019",1,"NoiseAndNonlinearities",25.4201541949703
"604","Subject019",2,"Noise",20.0320921904959
"605","Subject019",2,"Nonlinearities",21.280493473352
"606","Subject019",2,"NoiseAndNonlinearities",19.5907895075199
"607","Subject019",3,"Noise",19.7576701815923
"608","Subject019",3,"Nonlinearities",32.2907216595807
"609","Subject019",3,"NoiseAndNonlinearities",15.4952979608124
"610","Subject019",4,"Noise",19.7859783348382
"611","Subject019",4,"Nonlinearities",30.9720708648818
"612","Subject019",4,"NoiseAndNonlinearities",17.604761288712
"613","Subject019",5,"Noise",24.0053819724404
"614","Subject019",5,"Nonlinearities",37.5754291435241
"615","Subject019",5,"NoiseAndNonlinearities",20.1724380530081
"616","Subject019",6,"Noise",31.6538659870158
"617","Subject019",6,"Nonlinearities",30.8556240435602
"618","Subject019",6,"NoiseAndNonlinearities",16.8690713032677
"619","Subject019",7,"Noise",44.9524114632264
"620","Subject019",7,"Nonlinearities",28.0963677193636
"621","Subject019",7,"NoiseAndNonlinearities",21.2843267275673
"622","Subject019",8,"Noise",28.8917707695934
"623","Subject019",8,"Nonlinearities",31.6610335032101
"624","Subject019",8,"NoiseAndNonlinearities",16.8826159230423
"625","Subject019",9,"Noise",19.221093104203
"626","Subject019",9,"Nonlinearities",27.930546320754
"627","Subject019",9,"NoiseAndNonlinearities",28.9732947351002
"628","Subject019",10,"Noise",17.6860600189772
"629","Subject019",10,"Nonlinearities",39.1894623611063
"630","Subject019",10,"NoiseAndNonlinearities",16.2123875638749
"631","Subject024",1,"Noise",31.4239123212476
"632","Subject024",1,"Nonlinearities",29.8224559836953
"633","Subject024",1,"NoiseAndNonlinearities",17.4264572060441
"634","Subject024",2,"Noise",24.3437796648051
"635","Subject024",2,"Nonlinearities",27.6792775981737
"636","Subject024",2,"NoiseAndNonlinearities",16.3744523286173
"637","Subject024",3,"Noise",16.6096568880416
"638","Subject024",3,"Nonlinearities",29.1914182776518
"639","Subject024",3,"NoiseAndNonlinearities",12.4899751810678
"640","Subject024",4,"Noise",25.6451227039988
"641","Subject024",4,"Nonlinearities",29.763158210862
"642","Subject024",4,"NoiseAndNonlinearities",20.4721909559737
"643","Subject024",5,"Noise",17.2271351917996
"644","Subject024",5,"Nonlinearities",25.6874044062993
"645","Subject024",5,"NoiseAndNonlinearities",22.9307278167167
"646","Subject024",6,"Noise",28.4595659891013
"647","Subject024",6,"Nonlinearities",26.9399377327281
"648","Subject024",6,"NoiseAndNonlinearities",15.8791438585481
"649","Subject024",7,"Noise",23.5182288940926
"650","Subject024",7,"Nonlinearities",27.7060671147218
"651","Subject024",7,"NoiseAndNonlinearities",15.5250404698719
"652","Subject024",8,"Noise",15.1774863484283
"653","Subject024",8,"Nonlinearities",32.6312716405413
"654","Subject024",8,"NoiseAndNonlinearities",17.5974499711468
"655","Subject024",9,"Noise",24.1508063266734
"656","Subject024",9,"Nonlinearities",35.3761872773516
"657","Subject024",9,"NoiseAndNonlinearities",18.9424939295604
"658","Subject024",10,"Noise",20.4068951757218
"659","Subject024",10,"Nonlinearities",29.6593509897286
"660","Subject024",10,"NoiseAndNonlinearities",22.2604855416884
"661","Subject026",1,"Noise",17.8187560782189
"662","Subject026",1,"Nonlinearities",29.3746054510715
"663","Subject026",1,"NoiseAndNonlinearities",19.9036937849117
"664","Subject026",2,"Noise",21.7369697875822
"665","Subject026",2,"Nonlinearities",30.0439347700141
"666","Subject026",2,"NoiseAndNonlinearities",18.7521317448737
"667","Subject026",3,"Noise",16.9838775544543
"668","Subject026",3,"Nonlinearities",36.3799341237253
"669","Subject026",3,"NoiseAndNonlinearities",25.5452165266404
"670","Subject026",4,"Noise",20.7113151255623
"671","Subject026",4,"Nonlinearities",32.3196579446292
"672","Subject026",4,"NoiseAndNonlinearities",17.0055416920071
"673","Subject026",5,"Noise",26.0321861691843
"674","Subject026",5,"Nonlinearities",30.130272958792
"675","Subject026",5,"NoiseAndNonlinearities",18.5097081690287
"676","Subject026",6,"Noise",22.5004236751446
"677","Subject026",6,"Nonlinearities",36.77704297525
"678","Subject026",6,"NoiseAndNonlinearities",15.4150082443881
"679","Subject026",7,"Noise",27.7842984756414
"680","Subject026",7,"Nonlinearities",39.1599653130346
"681","Subject026",7,"NoiseAndNonlinearities",19.5178319260863
"682","Subject026",8,"Noise",28.0831693378435
"683","Subject026",8,"Nonlinearities",33.4776306647145
"684","Subject026",8,"NoiseAndNonlinearities",23.429400355816
"685","Subject026",9,"Noise",19.8703761561851
"686","Subject026",9,"Nonlinearities",34.2083968363409
"687","Subject026",9,"NoiseAndNonlinearities",29.6609191846975
"688","Subject026",10,"Noise",24.0127872392614
"689","Subject026",10,"Nonlinearities",29.924607995116
"690","Subject026",10,"NoiseAndNonlinearities",17.1823809980422
"691","Subject029",1,"Noise",18.4458089645023
"692","Subject029",1,"Nonlinearities",32.307499424192
"693","Subject029",1,"NoiseAndNonlinearities",18.1537856244521
"694","Subject029",2,"Noise",65.1594089073372
"695","Subject029",2,"Nonlinearities",29.4087410713955
"696","Subject029",2,"NoiseAndNonlinearities",19.8917812916409
"697","Subject029",3,"Noise",25.8794864600222
"698","Subject029",3,"Nonlinearities",30.1235774199749
"699","Subject029",3,"NoiseAndNonlinearities",17.4898376088334
"700","Subject029",4,"Noise",20.0419947774706
"701","Subject029",4,"Nonlinearities",23.9061639484463
"702","Subject029",4,"NoiseAndNonlinearities",16.8390735163432
"703","Subject029",5,"Noise",20.2933983882712
"704","Subject029",5,"Nonlinearities",29.0716696072727
"705","Subject029",5,"NoiseAndNonlinearities",15.8416657238207
"706","Subject029",6,"Noise",15.9745841549439
"707","Subject029",6,"Nonlinearities",35.5104617022384
"708","Subject029",6,"NoiseAndNonlinearities",19.1113814210807
"709","Subject029",7,"Noise",16.1472524504214
"710","Subject029",7,"Nonlinearities",28.6606707909501
"711","Subject029",7,"NoiseAndNonlinearities",16.4421516709839
"712","Subject029",8,"Noise",15.8913290777612
"713","Subject029",8,"Nonlinearities",28.9201726670866
"714","Subject029",8,"NoiseAndNonlinearities",16.4992185588057
"715","Subject029",9,"Noise",15.9774148395121
"716","Subject029",9,"Nonlinearities",40.3583849327783
"717","Subject029",9,"NoiseAndNonlinearities",18.5281047868411
"718","Subject029",10,"Noise",20.713606082354
"719","Subject029",10,"Nonlinearities",32.6658980323903
"720","Subject029",10,"NoiseAndNonlinearities",17.3377572948872
"721","Xe483",1,"Noise",19.979546189398
"722","Xe483",1,"Nonlinearities",29.2952515613106
"723","Xe483",1,"NoiseAndNonlinearities",18.5123225455909
"724","Xe483",2,"Noise",19.7208711295348
"725","Xe483",2,"Nonlinearities",32.3861626204384
"726","Xe483",2,"NoiseAndNonlinearities",16.8761134453165
"727","Xe483",3,"Noise",16.149614302425
"728","Xe483",3,"Nonlinearities",32.4847367429796
"729","Xe483",3,"NoiseAndNonlinearities",16.2490471977993
"730","Xe483",4,"Noise",16.4629225220527
"731","Xe483",4,"Nonlinearities",32.9682910413275
"732","Xe483",4,"NoiseAndNonlinearities",22.690163876619
"733","Xe483",5,"Noise",21.2899624296046
"734","Xe483",5,"Nonlinearities",27.9396333711218
"735","Xe483",5,"NoiseAndNonlinearities",23.2324062934492
"736","Xe483",6,"Noise",22.2946923712889
"737","Xe483",6,"Nonlinearities",29.1168030634968
"738","Xe483",6,"NoiseAndNonlinearities",22.5209401020173
"739","Xe483",7,"Noise",30.2927570412316
"740","Xe483",7,"Nonlinearities",25.5905618942804
"741","Xe483",7,"NoiseAndNonlinearities",21.9923170682618
"742","Xe483",8,"Noise",36.6142869651849
"743","Xe483",8,"Nonlinearities",29.5799772701298
"744","Xe483",8,"NoiseAndNonlinearities",17.1187055246498
"745","Xe483",9,"Noise",20.3505338009852
"746","Xe483",9,"Nonlinearities",30.274210925458
"747","Xe483",9,"NoiseAndNonlinearities",18.0734415139378
"748","Xe483",10,"Noise",18.111953222593
"749","Xe483",10,"Nonlinearities",30.108880751588
"750","Xe483",10,"NoiseAndNonlinearities",16.7695651711765
"751","Xe490",1,"Noise",48.5003878074224
"752","Xe490",1,"Nonlinearities",24.7005564842986
"753","Xe490",1,"NoiseAndNonlinearities",14.7833959938323
"754","Xe490",2,"Noise",38.0371008532575
"755","Xe490",2,"Nonlinearities",30.0621710164365
"756","Xe490",2,"NoiseAndNonlinearities",22.5653206306598
"757","Xe490",3,"Noise",21.8308294819322
"758","Xe490",3,"Nonlinearities",27.6010087330501
"759","Xe490",3,"NoiseAndNonlinearities",15.9437327888689
"760","Xe490",4,"Noise",21.0923201191307
"761","Xe490",4,"Nonlinearities",31.3018427706254
"762","Xe490",4,"NoiseAndNonlinearities",19.8722606151299
"763","Xe490",5,"Noise",27.9633771454518
"764","Xe490",5,"Nonlinearities",32.0367514933482
"765","Xe490",5,"NoiseAndNonlinearities",24.2356055518866
"766","Xe490",6,"Noise",15.8451120671977
"767","Xe490",6,"Nonlinearities",33.682182469071
"768","Xe490",6,"NoiseAndNonlinearities",13.2337436182203
"769","Xe490",7,"Noise",15.0354169418328
"770","Xe490",7,"Nonlinearities",46.5284660748224
"771","Xe490",7,"NoiseAndNonlinearities",22.4062653408674
"772","Xe490",8,"Noise",23.902818561311
"773","Xe490",8,"Nonlinearities",30.7816893832509
"774","Xe490",8,"NoiseAndNonlinearities",28.3618375344308
"775","Xe490",9,"Noise",25.7200100257782
"776","Xe490",9,"Nonlinearities",39.7473479304877
"777","Xe490",9,"NoiseAndNonlinearities",33.856615794323
"778","Xe490",10,"Noise",43.045652785384
"779","Xe490",10,"Nonlinearities",31.4431569577578
"780","Xe490",10,"NoiseAndNonlinearities",18.557081087506
"781","Xe506",1,"Noise",17.3560764978489
"782","Xe506",1,"Nonlinearities",33.6385329741908
"783","Xe506",1,"NoiseAndNonlinearities",15.2037939014859
"784","Xe506",2,"Noise",24.7191625761825
"785","Xe506",2,"Nonlinearities",27.5818342068369
"786","Xe506",2,"NoiseAndNonlinearities",32.7311345775322
"787","Xe506",3,"Noise",22.3286675028039
"788","Xe506",3,"Nonlinearities",34.2523463932603
"789","Xe506",3,"NoiseAndNonlinearities",18.7432448045954
"790","Xe506",4,"Noise",29.1408550982179
"791","Xe506",4,"Nonlinearities",29.636438498595
"792","Xe506",4,"NoiseAndNonlinearities",17.4110398484976
"793","Xe506",5,"Noise",31.073875263241
"794","Xe506",5,"Nonlinearities",26.6684928290226
"795","Xe506",5,"NoiseAndNonlinearities",27.0977348362674
"796","Xe506",6,"Noise",21.6027188251874
"797","Xe506",6,"Nonlinearities",32.9605006772875
"798","Xe506",6,"NoiseAndNonlinearities",17.2915153405304
"799","Xe506",7,"Noise",24.1351741222491
"800","Xe506",7,"Nonlinearities",30.3370828994669
"801","Xe506",7,"NoiseAndNonlinearities",19.3367270132049
"802","Xe506",8,"Noise",20.223357182166
"803","Xe506",8,"Nonlinearities",34.8583628596336
"804","Xe506",8,"NoiseAndNonlinearities",14.8407276257205
"805","Xe506",9,"Noise",16.8590661709724
"806","Xe506",9,"Nonlinearities",27.3919353170236
"807","Xe506",9,"NoiseAndNonlinearities",19.8610409702729
"808","Xe506",10,"Noise",19.1419098074531
"809","Xe506",10,"Nonlinearities",23.1701609592929
"810","Xe506",10,"NoiseAndNonlinearities",19.0797821432743
"811","Xe507",1,"Noise",27.4842518800807
"812","Xe507",1,"Nonlinearities",46.1088309123121
"813","Xe507",1,"NoiseAndNonlinearities",22.6327602313541
"814","Xe507",2,"Noise",68.339597351977
"815","Xe507",2,"Nonlinearities",30.8064072791041
"816","Xe507",2,"NoiseAndNonlinearities",15.6289847725123
"817","Xe507",3,"Noise",19.7066200471435
"818","Xe507",3,"Nonlinearities",31.3872386431088
"819","Xe507",3,"NoiseAndNonlinearities",16.7896718269213
"820","Xe507",4,"Noise",19.3276545633825
"821","Xe507",4,"Nonlinearities",28.3798259712664
"822","Xe507",4,"NoiseAndNonlinearities",16.4491063124747
"823","Xe507",5,"Noise",19.3102582820148
"824","Xe507",5,"Nonlinearities",27.9069560987326
"825","Xe507",5,"NoiseAndNonlinearities",24.367647805711
"826","Xe507",6,"Noise",17.4299355751912
"827","Xe507",6,"Nonlinearities",32.4047574912312
"828","Xe507",6,"NoiseAndNonlinearities",15.6578282085783
"829","Xe507",7,"Noise",40.9667809587576
"830","Xe507",7,"Nonlinearities",36.3283648846851
"831","Xe507",7,"NoiseAndNonlinearities",22.2794812602653
"832","Xe507",8,"Noise",16.1246509602033
"833","Xe507",8,"Nonlinearities",30.6413960883079
"834","Xe507",8,"NoiseAndNonlinearities",17.6446220232976
"835","Xe507",9,"Noise",32.1190207351592
"836","Xe507",9,"Nonlinearities",31.9577677338886
"837","Xe507",9,"NoiseAndNonlinearities",13.5486231586472
"838","Xe507",10,"Noise",28.5689072529628
"839","Xe507",10,"Nonlinearities",33.7219736828853
"840","Xe507",10,"NoiseAndNonlinearities",20.3824333127845
"841","Xe524",1,"Noise",19.0426573968122
"842","Xe524",1,"Nonlinearities",28.1805448044099
"843","Xe524",1,"NoiseAndNonlinearities",25.5360739689495
"844","Xe524",2,"Noise",15.6001783977889
"845","Xe524",2,"Nonlinearities",33.9083832732405
"846","Xe524",2,"NoiseAndNonlinearities",28.4915879850442
"847","Xe524",3,"Noise",30.3688475378771
"848","Xe524",3,"Nonlinearities",37.8429896970251
"849","Xe524",3,"NoiseAndNonlinearities",15.8558926654828
"850","Xe524",4,"Noise",23.7773981989019
"851","Xe524",4,"Nonlinearities",29.5530401408416
"852","Xe524",4,"NoiseAndNonlinearities",18.9306208371698
"853","Xe524",5,"Noise",27.1860808959855
"854","Xe524",5,"Nonlinearities",30.9793977230455
"855","Xe524",5,"NoiseAndNonlinearities",17.9704085860425
"856","Xe524",6,"Noise",17.2156842113878
"857","Xe524",6,"Nonlinearities",33.5487503453134
"858","Xe524",6,"NoiseAndNonlinearities",15.9181708796602
"859","Xe524",7,"Noise",16.7590045260051
"860","Xe524",7,"Nonlinearities",30.3683170778763
"861","Xe524",7,"NoiseAndNonlinearities",17.2981862149032
"862","Xe524",8,"Noise",17.7951083110625
"863","Xe524",8,"Nonlinearities",25.1049954497217
"864","Xe524",8,"NoiseAndNonlinearities",19.9857860537767
"865","Xe524",9,"Noise",28.3519269212022
"866","Xe524",9,"Nonlinearities",32.910212341329
"867","Xe524",9,"NoiseAndNonlinearities",27.0379649283769
"868","Xe524",10,"Noise",24.2144137905567
"869","Xe524",10,"Nonlinearities",44.8159198114656
"870","Xe524",10,"NoiseAndNonlinearities",28.8509126534573
"871","Xe526",1,"Noise",35.3194269609722
"872","Xe526",1,"Nonlinearities",29.1654923182055
"873","Xe526",1,"NoiseAndNonlinearities",22.5792804627961
"874","Xe526",2,"Noise",18.6131225737507
"875","Xe526",2,"Nonlinearities",27.4451214871194
"876","Xe526",2,"NoiseAndNonlinearities",18.5472822262733
"877","Xe526",3,"Noise",23.4218233255514
"878","Xe526",3,"Nonlinearities",29.6091474370923
"879","Xe526",3,"NoiseAndNonlinearities",32.7868889271166
"880","Xe526",4,"Noise",20.7228242725328
"881","Xe526",4,"Nonlinearities",26.2994905158788
"882","Xe526",4,"NoiseAndNonlinearities",19.1935828824782
"883","Xe526",5,"Noise",33.5405268624245
"884","Xe526",5,"Nonlinearities",37.0863925237607
"885","Xe526",5,"NoiseAndNonlinearities",17.4420996160222
"886","Xe526",6,"Noise",16.0320496653134
"887","Xe526",6,"Nonlinearities",38.2664272071134
"888","Xe526",6,"NoiseAndNonlinearities",15.0196854978594
"889","Xe526",7,"Noise",25.9518336221334
"890","Xe526",7,"Nonlinearities",28.305210937887
"891","Xe526",7,"NoiseAndNonlinearities",16.8167116991931
"892","Xe526",8,"Noise",22.9844158090281
"893","Xe526",8,"Nonlinearities",26.3686873167776
"894","Xe526",8,"NoiseAndNonlinearities",16.0473417582652
"895","Xe526",9,"Noise",43.7910033319839
"896","Xe526",9,"Nonlinearities",17.7062743013656
"897","Xe526",9,"NoiseAndNonlinearities",19.006684655482
"898","Xe526",10,"Noise",16.4640320418945
"899","Xe526",10,"Nonlinearities",25.0883713843665
"900","Xe526",10,"NoiseAndNonlinearities",15.0030674832226
"901","Xe527",1,"Noise",17.6611705178869
"902","Xe527",1,"Nonlinearities",20.3972970109867
"903","Xe527",1,"NoiseAndNonlinearities",22.343596067001
"904","Xe527",2,"Noise",20.375621717924
"905","Xe527",2,"Nonlinearities",30.9560443712382
"906","Xe527",2,"NoiseAndNonlinearities",16.5481950573296
"907","Xe527",3,"Noise",17.5614201127096
"908","Xe527",3,"Nonlinearities",28.0603811345606
"909","Xe527",3,"NoiseAndNonlinearities",15.5793318644555
"910","Xe527",4,"Noise",16.6383111799995
"911","Xe527",4,"Nonlinearities",33.7901300456479
"912","Xe527",4,"NoiseAndNonlinearities",17.3887829683268
"913","Xe527",5,"Noise",47.8713602888306
"914","Xe527",5,"Nonlinearities",37.2728672912329
"915","Xe527",5,"NoiseAndNonlinearities",23.5034329481619
"916","Xe527",6,"Noise",26.0053378401482
"917","Xe527",6,"Nonlinearities",28.697000026208
"918","Xe527",6,"NoiseAndNonlinearities",20.0480879335918
"919","Xe527",7,"Noise",16.061677104508
"920","Xe527",7,"Nonlinearities",28.4839201206062
"921","Xe527",7,"NoiseAndNonlinearities",17.0602598645292
"922","Xe527",8,"Noise",22.3164088832319
"923","Xe527",8,"Nonlinearities",28.9527379538144
"924","Xe527",8,"NoiseAndNonlinearities",18.1262891676792
"925","Xe527",9,"Noise",19.5271553637893
"926","Xe527",9,"Nonlinearities",28.7088362608354
"927","Xe527",9,"NoiseAndNonlinearities",16.079868434194
"928","Xe527",10,"Noise",24.3566810535008
"929","Xe527",10,"Nonlinearities",37.6240629839484
"930","Xe527",10,"NoiseAndNonlinearities",20.2268106219068
"931","Xe544",1,"Noise",49.8740797921729
"932","Xe544",1,"Nonlinearities",33.5938987803506
"933","Xe544",1,"NoiseAndNonlinearities",18.4025438478884
"934","Xe544",2,"Noise",24.4388523686786
"935","Xe544",2,"Nonlinearities",25.9087137685107
"936","Xe544",2,"NoiseAndNonlinearities",16.9066723638598
"937","Xe544",3,"Noise",20.0209864211371
"938","Xe544",3,"Nonlinearities",28.3558931294458
"939","Xe544",3,"NoiseAndNonlinearities",19.2555153530379
"940","Xe544",4,"Noise",16.9925690911283
"941","Xe544",4,"Nonlinearities",22.9272919477301
"942","Xe544",4,"NoiseAndNonlinearities",30.1021936604864
"943","Xe544",5,"Noise",34.8896901524867
"944","Xe544",5,"Nonlinearities",36.0843115090162
"945","Xe544",5,"NoiseAndNonlinearities",16.904350374279
"946","Xe544",6,"Noise",16.8114087050133
"947","Xe544",6,"Nonlinearities",30.5514418136925
"948","Xe544",6,"NoiseAndNonlinearities",24.640866436739
"949","Xe544",7,"Noise",25.2772708019868
"950","Xe544",7,"Nonlinearities",29.5164193759377
"951","Xe544",7,"NoiseAndNonlinearities",17.0862446896012
"952","Xe544",8,"Noise",34.1888250159406
"953","Xe544",8,"Nonlinearities",27.6336194113163
"954","Xe544",8,"NoiseAndNonlinearities",17.7353776641417
"955","Xe544",9,"Noise",22.4530446703646
"956","Xe544",9,"Nonlinearities",27.3264978250618
"957","Xe544",9,"NoiseAndNonlinearities",24.675479976012
"958","Xe544",10,"Noise",36.8047148716041
"959","Xe544",10,"Nonlinearities",32.1985996451783
"960","Xe544",10,"NoiseAndNonlinearities",15.8413031828826
"961","Xe545",1,"Noise",16.6512579774476
"962","Xe545",1,"Nonlinearities",36.0992741435064
"963","Xe545",1,"NoiseAndNonlinearities",30.238755030915
"964","Xe545",2,"Noise",16.0632790331107
"965","Xe545",2,"Nonlinearities",19.4145295975235
"966","Xe545",2,"NoiseAndNonlinearities",15.0048855311323
"967","Xe545",3,"Noise",23.6285203012841
"968","Xe545",3,"Nonlinearities",30.3447459996213
"969","Xe545",3,"NoiseAndNonlinearities",16.4448194320282
"970","Xe545",4,"Noise",17.2831891315188
"971","Xe545",4,"Nonlinearities",34.1129214552802
"972","Xe545",4,"NoiseAndNonlinearities",15.1452344595992
"973","Xe545",5,"Noise",17.6132382888799
"974","Xe545",5,"Nonlinearities",34.4530576128103
"975","Xe545",5,"NoiseAndNonlinearities",25.1183921809398
"976","Xe545",6,"Noise",16.9018137194181
"977","Xe545",6,"Nonlinearities",36.4176233829162
"978","Xe545",6,"NoiseAndNonlinearities",19.94611012104
"979","Xe545",7,"Noise",21.6247378284139
"980","Xe545",7,"Nonlinearities",37.4832319577937
"981","Xe545",7,"NoiseAndNonlinearities",16.3588417079609
"982","Xe545",8,"Noise",23.2936971582656
"983","Xe545",8,"Nonlinearities",44.2586180266273
"984","Xe545",8,"NoiseAndNonlinearities",15.9649439892729
"985","Xe545",9,"Noise",14.881658476889
"986","Xe545",9,"Nonlinearities",19.8064664614704
"987","Xe545",9,"NoiseAndNonlinearities",25.5688421245244
"988","Xe545",10,"Noise",16.539555556746
"989","Xe545",10,"Nonlinearities",33.2163818929159
"990","Xe545",10,"NoiseAndNonlinearities",21.1185087600363
"991","Xe547",1,"Noise",19.6831405702766
"992","Xe547",1,"Nonlinearities",24.7905261916831
"993","Xe547",1,"NoiseAndNonlinearities",17.5774665507368
"994","Xe547",2,"Noise",18.7274874246646
"995","Xe547",2,"Nonlinearities",27.0112924993203
"996","Xe547",2,"NoiseAndNonlinearities",26.3355046016667
"997","Xe547",3,"Noise",21.0948242592345
"998","Xe547",3,"Nonlinearities",24.3619775738004
"999","Xe547",3,"NoiseAndNonlinearities",18.8881120719459
"1000","Xe547",4,"Noise",40.3418250054701
"1001","Xe547",4,"Nonlinearities",29.9299743913166
"1002","Xe547",4,"NoiseAndNonlinearities",23.1294818289328
"1003","Xe547",5,"Noise",17.2082224008602
"1004","Xe547",5,"Nonlinearities",24.7703441120754
"1005","Xe547",5,"NoiseAndNonlinearities",17.0269454526641
"1006","Xe547",6,"Noise",25.3768872403419
"1007","Xe547",6,"Nonlinearities",30.9627361113624
"1008","Xe547",6,"NoiseAndNonlinearities",21.5229896483862
"1009","Xe547",7,"Noise",28.9487520287802
"1010","Xe547",7,"Nonlinearities",29.7332910477811
"1011","Xe547",7,"NoiseAndNonlinearities",22.1195460702111
"1012","Xe547",8,"Noise",19.8086492303853
"1013","Xe547",8,"Nonlinearities",28.950090031748
"1014","Xe547",8,"NoiseAndNonlinearities",13.3981354770192
"1015","Xe547",9,"Noise",29.1669583210239
"1016","Xe547",9,"Nonlinearities",30.8296875335918
"1017","Xe547",9,"NoiseAndNonlinearities",15.7768818576839
"1018","Xe547",10,"Noise",20.4759450946301
"1019","Xe547",10,"Nonlinearities",24.2210123404203
"1020","Xe547",10,"NoiseAndNonlinearities",21.2238605035603
"1021","Xe423",1,"Noise",31.3466657060801
"1022","Xe423",1,"Nonlinearities",31.5406732329066
"1023","Xe423",1,"NoiseAndNonlinearities",25.8301981465463
"1024","Xe423",2,"Noise",19.4674413767794
"1025","Xe423",2,"Nonlinearities",34.8603504297731
"1026","Xe423",2,"NoiseAndNonlinearities",20.0068995324772
"1027","Xe423",3,"Noise",17.1975323707067
"1028","Xe423",3,"Nonlinearities",25.5153972810858
"1029","Xe423",3,"NoiseAndNonlinearities",17.6700908877597
"1030","Xe423",4,"Noise",31.8579981572816
"1031","Xe423",4,"Nonlinearities",28.0694270299629
"1032","Xe423",4,"NoiseAndNonlinearities",16.5032410788635
"1033","Xe423",5,"Noise",21.9408010883971
"1034","Xe423",5,"Nonlinearities",26.4261412338071
"1035","Xe423",5,"NoiseAndNonlinearities",17.7913850025725
"1036","Xe423",6,"Noise",50.946538810196
"1037","Xe423",6,"Nonlinearities",34.1100103709004
"1038","Xe423",6,"NoiseAndNonlinearities",19.9302054021626
"1039","Xe423",7,"Noise",17.9972267888562
"1040","Xe423",7,"Nonlinearities",27.112592045058
"1041","Xe423",7,"NoiseAndNonlinearities",22.6867331093255
"1042","Xe423",8,"Noise",27.2916820066671
"1043","Xe423",8,"Nonlinearities",33.6980373561576
"1044","Xe423",8,"NoiseAndNonlinearities",17.4559958773187
"1045","Xe423",9,"Noise",15.9309040405795
"1046","Xe423",9,"Nonlinearities",24.9589256868818
"1047","Xe423",9,"NoiseAndNonlinearities",23.8389629681962
"1048","Xe423",10,"Noise",27.6864525185113
"1049","Xe423",10,"Nonlinearities",31.7551117268389
"1050","Xe423",10,"NoiseAndNonlinearities",28.4856701988796
"1051","Xe492",1,"Noise",18.7438536078646
"1052","Xe492",1,"Nonlinearities",33.0571320258946
"1053","Xe492",1,"NoiseAndNonlinearities",25.6725208773697
"1054","Xe492",2,"Noise",19.5469475692172
"1055","Xe492",2,"Nonlinearities",25.5616714733933
"1056","Xe492",2,"NoiseAndNonlinearities",24.7096273540084
"1057","Xe492",3,"Noise",15.9839862872435
"1058","Xe492",3,"Nonlinearities",29.4478093051258
"1059","Xe492",3,"NoiseAndNonlinearities",22.2682936197766
"1060","Xe492",4,"Noise",19.0037322470633
"1061","Xe492",4,"Nonlinearities",22.41122196221
"1062","Xe492",4,"NoiseAndNonlinearities",18.2513681126448
"1063","Xe492",5,"Noise",20.3656105160284
"1064","Xe492",5,"Nonlinearities",25.2496532168884
