"SubjectID","Simulation","SSIM","Minkowski1","Minkowski2","intersectDist","Correlation","ChiSq"
"002010_XeVent_Noise_1.nii.gz",1,0.871196413383238,167690,18404.7572111126,0.675662607882798,0.125973840543898,NA
"002010_XeVent_Noise_1.nii.gz",2,0.950272250354648,189148,21045.1463763025,0.762121956919407,-0.069825830586691,NA
"002010_XeVent_Noise_1.nii.gz",3,0.936116489333155,170524,23963.614042961,0.687081463096226,0.0804015012276461,NA
"002010_XeVent_Noise_1.nii.gz",4,0.772791730116165,175492,19192.361501389,0.707098708226894,0.0414748440358523,NA
"002010_XeVent_Noise_1.nii.gz",5,0.91665881401779,200454,27001.9987037997,0.807676500688999,-0.088412309791748,NA
"002010_XeVent_Noise_1.nii.gz",6,0.944200883184618,151248,18654.9994371482,0.609413907311452,0.144205561475131,NA
"002010_XeVent_Noise_1.nii.gz",7,0.939497590242566,172986,18957.5667214967,0.697001442466537,0.0232897060062344,NA
"002010_XeVent_Noise_1.nii.gz",8,0.799092509912887,178912,24962.5739458094,0.720878695816847,0.0300496372459892,NA
"002010_XeVent_Noise_1.nii.gz",9,0.915629145810638,198418,37014.567186447,0.799472975913226,0.0873979604231496,NA
"002010_XeVent_Noise_1.nii.gz",10,0.938835466103562,191956,21900.2468935855,0.773436051993263,-0.0868459287062594,NA
"002012_XeVent_Noise_1.nii.gz",1,0.984125208151408,80470,10461.2160860963,0.343665653080051,0.222785754477617,NA
"002012_XeVent_Noise_1.nii.gz",2,0.930555771872552,127674,15146.3191568117,0.545261197854385,0.00942707548271782,NA
"002012_XeVent_Noise_1.nii.gz",3,0.9386814858207,126646,19878.2298507689,0.540870887286891,-0.0497512312691637,NA
"002012_XeVent_Noise_1.nii.gz",4,0.937626943288347,128198,13006.9088564501,0.547499060439373,-0.119283665254109,NA
"002012_XeVent_Noise_1.nii.gz",5,0.982058831511267,76434,8320.63206733719,0.326428986299498,0.279183925955825,NA
"002012_XeVent_Noise_1.nii.gz",6,0.955387006459007,85270,8411.89300930534,0.364165157675356,0.269649754437647,NA
