"NumberOfImages","Mean","StandardDeviation"
"4",0.428578803550978,0.243852466469705
"4",0.406508699854053,0.226524394162747
"4",0.414508099508646,0.234657177094197
"4",0.401976431179328,0.233630965089086
"4",0.446463036502462,0.247443219476403
"4",0.422945066725765,0.230910295507317
"4",0.371480419857226,0.225848177339425
"4",0.4143770982292,0.242204560076183
"4",0.45686351521348,0.252795537639704
"4",0.433998980638727,0.238125895497272
"4",0.38386402225321,0.235891504217864
"4",0.446639232245528,0.254430062554569
"4",0.422898828412418,0.238285427125999
"4",0.370941741882025,0.233309912320497
"4",0.463423356750936,0.247788180192499
"4",0.415385603122157,0.251680930185686
"4",0.392857021474851,0.233406545172902
"4",0.424119186087747,0.232739724777243
"4",0.46500664189188,0.24272465794144
"4",0.442685283926513,0.228493260788915
"4",0.393664808454113,0.228164518946554
"4",0.455282218523767,0.24438698504073
"4",0.432126462178148,0.228745952904287
"4",0.381365258339314,0.22584861390377
"4",0.471178004232323,0.237733594977615
"4",0.424164641664971,0.243264435515055
"4",0.402162085582058,0.22553864970785
"4",0.465341990653405,0.249463723689563
"4",0.442820367230163,0.235582877029687
"4",0.39335331479855,0.235277841340777
"4",0.480257637507336,0.242199688888028
"4",0.434356850169725,0.24931405362208
"4",0.412926350077939,0.233471952140684
"4",0.471556667142726,0.24434472930499
"4",0.424132703246984,0.249839866342436
"4",0.401935577342533,0.232493500895231
"4",0.441148322742686,0.245265074733517
"4",0.44641354151185,0.221066690267174
"4",0.465390784573256,0.2326918578222
"4",0.446743598780159,0.235026246178282
"4",0.514929092104261,0.241773412479744
"4",0.476568976407358,0.223605527305033
"4",0.390960140985793,0.228934117332388
"4",0.479670433730882,0.212684903508001
"4",0.462667515177461,0.215099584419922
"4",0.526518661559221,0.220901964207995
"4",0.489668188368528,0.203587832063118
"4",0.407259362431493,0.214788176049373
"4",0.480514867291135,0.225790104558058
"4",0.53983338698168,0.226082245774683
"4",0.504570310713269,0.212317825724623
"4",0.425520285046067,0.228568094190696
"4",0.528018690003144,0.232607408418245
"4",0.490619508470111,0.216331894978251
"4",0.406940706706879,0.22728290161981
"4",0.545894632449526,0.21574920111075
"4",0.471940005026041,0.244575232078976
"4",0.437441860141433,0.222486548197468
"4",0.456702378739488,0.232886020328585
"4",0.437659077283809,0.234477765888417
"4",0.506442149374934,0.243567812741033
"4",0.468281098168882,0.224286113838784
"4",0.383280499352982,0.226575196990116
"4",0.457187535677559,0.245650550416213
"4",0.52091766560574,0.248647093294986
"4",0.484454159411045,0.233069432006848
"4",0.40302174589921,0.241419532573934
"4",0.507671811639598,0.254968873490545
"4",0.468921834374593,0.236618867322894
"4",0.38256945890578,0.238917362816729
"4",0.528095139826444,0.238406837478408
"4",0.452057996928882,0.260121406055458
"4",0.41642147286164,0.236005885108444
"4",0.471894276948212,0.226613793579359
"4",0.531777898002842,0.228851631784603
"4",0.496681629141935,0.214090959014001
"4",0.418150110216326,0.227486178848538
"4",0.519606440132401,0.234970307688994
"4",0.482395659924516,0.21760483447165
"4",0.399297868778278,0.225506150501005
"4",0.538192466113415,0.218798286137299
"4",0.464691356015447,0.244862090734094
"4",0.430356312585188,0.221855865035267
"4",0.533284940040461,0.239735036245617
"4",0.497691368615944,0.225803841575739
"4",0.418007409458838,0.238959338801638
"4",0.549911748159991,0.223070033107568
"4",0.479095414398025,0.251572266667871
"4",0.446137034306952,0.23231802244896
"4",0.539712958607681,0.229429604628148
"4",0.465203320315862,0.255106295374373
"4",0.430392106669543,0.23295150159614
"4",0.487442477451533,0.243595629396081
"4",0.478375756429038,0.221969668455638
"4",0.461558120845412,0.224709732883711
"4",0.524664424420148,0.229487964245073
"4",0.488304373241391,0.212942261758443
"4",0.407038716301782,0.223310080918808
"4",0.479186825714707,0.234516510596241
"4",0.537873759947299,0.234204761956342
"4",0.503059858600495,0.220949000063649
"4",0.42506228542122,0.236139528832301
"4",0.526115758710474,0.240754529497073
"4",0.489221598552299,0.225126772433281
"4",0.40672121957523,0.235306871545004
"4",0.543954354063604,0.224018932807803
"4",0.470921584155841,0.251189080965483
"4",0.436854024693841,0.229981016355423
"4",0.492456626864963,0.214521614358302
"4",0.547767403047799,0.213679160247868
"4",0.514203194033685,0.20108404628645
"4",0.43887134498057,0.2212944803417
"4",0.536938118278139,0.22002199454633
"4",0.50144347106391,0.205172416406053
"4",0.421919280289921,0.220770606374961
"4",0.553192528872982,0.203628297037937
"4",0.48250269106896,0.235345408849439
"4",0.44962794676946,0.215012099526375
"4",0.549438668582019,0.224536136863153
"4",0.515420065669563,0.21276752808439
"4",0.439028424839026,0.232532131809477
"4",0.563990481712365,0.207814514351312
"4",0.495787720088415,0.241445146828191
"4",0.464178737166419,0.224430749401337
