"SubjectID","Simulation","SSIM","Minkowski1","Minkowski2","intersectDist","Correlation","ChiSq"
"002010_XeVent_Noise_1.nii.gz",1,0.812050529628313,143800,12662.8200650566,0.579404156559999,0.410991169176101,NA
"002010_XeVent_Noise_1.nii.gz",2,0.996536105547384,143258,12234.907519062,0.577220310573521,0.432063081741251,Inf
"002010_XeVent_Noise_1.nii.gz",3,0.850203011473516,143236,12545.0457950539,0.577131667378498,0.417829486726588,NA
"002010_XeVent_Noise_1.nii.gz",4,0.863980387435357,142754,12471.7474316954,0.575189575560265,0.423248918993814,NA
"002010_XeVent_Noise_1.nii.gz",5,0.999712238732955,83464,8387.79506187413,0.336296164973044,0.785873476238259,Inf
"002010_XeVent_Noise_1.nii.gz",6,0.994394126708185,143834,12337.7501190452,0.579541150588671,0.416828643550086,Inf
"002010_XeVent_Noise_1.nii.gz",7,0.949537636053193,143438,12412.0821782649,0.577945573078256,0.414663247110612,NA
"002010_XeVent_Noise_1.nii.gz",8,0.873945219317251,143738,12556.8257135313,0.57915434391948,0.4121565187762,NA
"002010_XeVent_Noise_1.nii.gz",9,0.99957523554496,97228,9011.644356054,0.391754571168398,0.747507794466311,Inf
"002010_XeVent_Noise_1.nii.gz",10,0.995785334391066,144290,12361.2124000844,0.581378482267332,0.413347317814472,Inf
"002012_XeVent_Noise_1.nii.gz",1,0.737425724300093,42264,4933.8927835939,0.180498137961666,0.734459640904722,NA
"002012_XeVent_Noise_1.nii.gz",2,0.738698094251636,42416,4944.70241773962,0.181147288940517,0.735023367265116,NA
"002012_XeVent_Noise_1.nii.gz",3,0.81031273888025,38832,4760.25251431056,0.165840992176022,0.732182726327196,NA
"002012_XeVent_Noise_1.nii.gz",4,0.706892515987399,44300,5060.12312103174,0.189193344494175,0.731123892341534,NA
"002012_XeVent_Noise_1.nii.gz",5,0.68924546180089,43148,5007.50496754621,0.184273463391301,0.734221067145387,NA
"002012_XeVent_Noise_1.nii.gz",6,0.676862738110617,45578,5120.70874000855,0.194651337592675,0.732104200022187,NA
